,1 ADULT,1 ADULT,1 ADULT,1 ADULT,2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(1 WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),2 ADULTS(BOTH WORKING),County,State,URL,Unnamed: 0_level_0
0,$13.32,$27.22,$33.37,$41.93,$21.98,$26.48,$30.09,$31.54,$10.99,$15.00,$18.57,$21.05,Nowata County,Oklahoma,https://livingwage.mit.edu/counties/40105,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Nowata County,Oklahoma,https://livingwage.mit.edu/counties/40105,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Nowata County,Oklahoma,https://livingwage.mit.edu/counties/40105,Minimum Wage
0,$13.07,$26.88,$33.04,$41.56,$22.07,$26.14,$29.75,$31.17,$11.03,$14.83,$18.40,$20.87,Okfuskee County,Oklahoma,https://livingwage.mit.edu/counties/40107,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Okfuskee County,Oklahoma,https://livingwage.mit.edu/counties/40107,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Okfuskee County,Oklahoma,https://livingwage.mit.edu/counties/40107,Minimum Wage
0,$14.30,$29.22,$36.14,$46.50,$23.17,$27.71,$31.33,$33.81,$11.59,$16.00,$19.95,$23.34,Oklahoma County,Oklahoma,https://livingwage.mit.edu/counties/40109,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Oklahoma County,Oklahoma,https://livingwage.mit.edu/counties/40109,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Oklahoma County,Oklahoma,https://livingwage.mit.edu/counties/40109,Minimum Wage
0,$13.05,$26.88,$33.04,$41.94,$21.73,$26.14,$29.75,$31.55,$10.86,$14.83,$18.40,$21.06,Okmulgee County,Oklahoma,https://livingwage.mit.edu/counties/40111,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Okmulgee County,Oklahoma,https://livingwage.mit.edu/counties/40111,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Okmulgee County,Oklahoma,https://livingwage.mit.edu/counties/40111,Minimum Wage
0,$13.68,$28.40,$34.55,$43.98,$22.97,$27.65,$31.27,$33.58,$11.49,$15.59,$19.16,$22.07,Osage County,Oklahoma,https://livingwage.mit.edu/counties/40113,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Osage County,Oklahoma,https://livingwage.mit.edu/counties/40113,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Osage County,Oklahoma,https://livingwage.mit.edu/counties/40113,Minimum Wage
0,$12.77,$27.87,$34.79,$44.09,$21.89,$26.36,$29.98,$31.40,$10.94,$15.32,$19.28,$22.13,Ottawa County,Oklahoma,https://livingwage.mit.edu/counties/40115,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Ottawa County,Oklahoma,https://livingwage.mit.edu/counties/40115,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Ottawa County,Oklahoma,https://livingwage.mit.edu/counties/40115,Minimum Wage
0,$12.63,$26.92,$33.07,$42.00,$21.81,$26.18,$29.79,$31.61,$10.91,$14.85,$18.42,$21.09,Pawnee County,Oklahoma,https://livingwage.mit.edu/counties/40117,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pawnee County,Oklahoma,https://livingwage.mit.edu/counties/40117,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pawnee County,Oklahoma,https://livingwage.mit.edu/counties/40117,Minimum Wage
0,$13.99,$28.35,$35.27,$45.68,$22.60,$26.84,$30.45,$32.99,$11.30,$15.56,$19.51,$22.93,Payne County,Oklahoma,https://livingwage.mit.edu/counties/40119,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Payne County,Oklahoma,https://livingwage.mit.edu/counties/40119,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Payne County,Oklahoma,https://livingwage.mit.edu/counties/40119,Minimum Wage
0,$12.88,$28.05,$34.97,$44.32,$22.03,$26.55,$30.16,$31.64,$11.02,$15.42,$19.37,$22.25,Pittsburg County,Oklahoma,https://livingwage.mit.edu/counties/40121,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pittsburg County,Oklahoma,https://livingwage.mit.edu/counties/40121,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pittsburg County,Oklahoma,https://livingwage.mit.edu/counties/40121,Minimum Wage
0,$12.85,$27.07,$33.22,$42.13,$21.89,$26.33,$29.94,$31.74,$10.94,$14.92,$18.49,$21.15,Pontotoc County,Oklahoma,https://livingwage.mit.edu/counties/40123,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pontotoc County,Oklahoma,https://livingwage.mit.edu/counties/40123,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pontotoc County,Oklahoma,https://livingwage.mit.edu/counties/40123,Minimum Wage
0,$13.27,$27.85,$34.77,$44.50,$22.00,$26.34,$29.95,$31.81,$11.00,$15.31,$19.27,$22.33,Pottawatomie County,Oklahoma,https://livingwage.mit.edu/counties/40125,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pottawatomie County,Oklahoma,https://livingwage.mit.edu/counties/40125,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pottawatomie County,Oklahoma,https://livingwage.mit.edu/counties/40125,Minimum Wage
0,$12.61,$26.88,$33.04,$42.00,$21.73,$26.14,$29.75,$31.61,$10.86,$14.83,$18.40,$21.09,Pushmataha County,Oklahoma,https://livingwage.mit.edu/counties/40127,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Pushmataha County,Oklahoma,https://livingwage.mit.edu/counties/40127,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Pushmataha County,Oklahoma,https://livingwage.mit.edu/counties/40127,Minimum Wage
0,$13.07,$26.88,$33.04,$41.52,$22.24,$26.14,$29.75,$31.13,$11.12,$14.83,$18.40,$20.85,Roger Mills County,Oklahoma,https://livingwage.mit.edu/counties/40129,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Roger Mills County,Oklahoma,https://livingwage.mit.edu/counties/40129,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Roger Mills County,Oklahoma,https://livingwage.mit.edu/counties/40129,Minimum Wage
0,$13.68,$28.40,$34.55,$43.98,$22.97,$27.65,$31.27,$33.58,$11.49,$15.59,$19.16,$22.07,Rogers County,Oklahoma,https://livingwage.mit.edu/counties/40131,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Rogers County,Oklahoma,https://livingwage.mit.edu/counties/40131,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Rogers County,Oklahoma,https://livingwage.mit.edu/counties/40131,Minimum Wage
0,$12.61,$26.88,$33.04,$41.78,$21.73,$26.14,$29.75,$31.39,$10.86,$14.83,$18.40,$20.98,Seminole County,Oklahoma,https://livingwage.mit.edu/counties/40133,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Seminole County,Oklahoma,https://livingwage.mit.edu/counties/40133,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Seminole County,Oklahoma,https://livingwage.mit.edu/counties/40133,Minimum Wage
0,$12.98,$26.88,$33.04,$42.20,$21.73,$26.14,$29.75,$31.81,$10.86,$14.83,$18.40,$21.19,Sequoyah County,Oklahoma,https://livingwage.mit.edu/counties/40135,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Sequoyah County,Oklahoma,https://livingwage.mit.edu/counties/40135,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Sequoyah County,Oklahoma,https://livingwage.mit.edu/counties/40135,Minimum Wage
0,$12.74,$26.88,$33.04,$41.88,$21.85,$26.14,$29.75,$31.49,$10.93,$14.83,$18.40,$21.03,Stephens County,Oklahoma,https://livingwage.mit.edu/counties/40137,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Stephens County,Oklahoma,https://livingwage.mit.edu/counties/40137,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Stephens County,Oklahoma,https://livingwage.mit.edu/counties/40137,Minimum Wage
0,$13.93,$27.27,$33.42,$42.00,$22.65,$26.53,$30.14,$31.61,$11.32,$15.02,$18.59,$21.09,Texas County,Oklahoma,https://livingwage.mit.edu/counties/40139,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Texas County,Oklahoma,https://livingwage.mit.edu/counties/40139,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Texas County,Oklahoma,https://livingwage.mit.edu/counties/40139,Minimum Wage
0,$13.07,$26.88,$33.04,$41.81,$21.85,$26.14,$29.75,$31.41,$10.92,$14.83,$18.40,$20.99,Tillman County,Oklahoma,https://livingwage.mit.edu/counties/40141,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Tillman County,Oklahoma,https://livingwage.mit.edu/counties/40141,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Tillman County,Oklahoma,https://livingwage.mit.edu/counties/40141,Minimum Wage
0,$13.68,$29.16,$36.08,$46.27,$22.97,$27.65,$31.27,$33.58,$11.49,$15.97,$19.92,$23.22,Tulsa County,Oklahoma,https://livingwage.mit.edu/counties/40143,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Tulsa County,Oklahoma,https://livingwage.mit.edu/counties/40143,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Tulsa County,Oklahoma,https://livingwage.mit.edu/counties/40143,Minimum Wage
0,$13.68,$29.16,$36.08,$46.27,$22.97,$27.65,$31.27,$33.58,$11.49,$15.97,$19.92,$23.22,Wagoner County,Oklahoma,https://livingwage.mit.edu/counties/40145,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Wagoner County,Oklahoma,https://livingwage.mit.edu/counties/40145,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Wagoner County,Oklahoma,https://livingwage.mit.edu/counties/40145,Minimum Wage
0,$13.12,$27.72,$34.64,$44.43,$22.36,$26.21,$29.83,$31.74,$11.18,$15.25,$19.20,$22.30,Washington County,Oklahoma,https://livingwage.mit.edu/counties/40147,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washington County,Oklahoma,https://livingwage.mit.edu/counties/40147,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Washington County,Oklahoma,https://livingwage.mit.edu/counties/40147,Minimum Wage
0,$13.07,$26.88,$33.04,$41.52,$22.31,$26.14,$29.75,$31.13,$11.16,$14.83,$18.40,$20.85,Washita County,Oklahoma,https://livingwage.mit.edu/counties/40149,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Washita County,Oklahoma,https://livingwage.mit.edu/counties/40149,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Washita County,Oklahoma,https://livingwage.mit.edu/counties/40149,Minimum Wage
0,$13.11,$27.70,$34.62,$43.89,$22.36,$26.20,$29.81,$31.20,$11.18,$15.24,$19.19,$22.03,Woods County,Oklahoma,https://livingwage.mit.edu/counties/40151,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Woods County,Oklahoma,https://livingwage.mit.edu/counties/40151,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Woods County,Oklahoma,https://livingwage.mit.edu/counties/40151,Minimum Wage
0,$13.34,$27.31,$33.46,$42.74,$22.68,$26.57,$30.18,$32.35,$11.34,$15.05,$18.61,$21.46,Woodward County,Oklahoma,https://livingwage.mit.edu/counties/40153,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Woodward County,Oklahoma,https://livingwage.mit.edu/counties/40153,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,Woodward County,Oklahoma,https://livingwage.mit.edu/counties/40153,Minimum Wage
0,$13.11,$28.48,$35.40,$45.63,$22.33,$26.97,$30.59,$32.94,$10.85,$15.63,$19.58,$22.90,"Enid, OK",Oklahoma,https://livingwage.mit.edu/metros/21420,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Enid, OK",Oklahoma,https://livingwage.mit.edu/metros/21420,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Enid, OK",Oklahoma,https://livingwage.mit.edu/metros/21420,Minimum Wage
0,$13.24,$27.90,$34.79,$45.14,$21.99,$26.43,$30.05,$32.55,$10.91,$15.34,$19.28,$22.66,"Lawton, OK",Oklahoma,https://livingwage.mit.edu/metros/30020,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Lawton, OK",Oklahoma,https://livingwage.mit.edu/metros/30020,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Lawton, OK",Oklahoma,https://livingwage.mit.edu/metros/30020,Minimum Wage
0,$14.11,$28.92,$35.77,$46.04,$22.96,$27.49,$31.10,$33.56,$11.35,$15.85,$19.77,$23.11,"Oklahoma City, OK",Oklahoma,https://livingwage.mit.edu/metros/36420,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Oklahoma City, OK",Oklahoma,https://livingwage.mit.edu/metros/36420,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Oklahoma City, OK",Oklahoma,https://livingwage.mit.edu/metros/36420,Minimum Wage
0,$13.52,$28.80,$35.57,$45.59,$22.78,$27.44,$31.06,$33.35,$11.05,$15.79,$19.67,$22.88,"Tulsa, OK",Oklahoma,https://livingwage.mit.edu/metros/46140,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,"Tulsa, OK",Oklahoma,https://livingwage.mit.edu/metros/46140,Poverty Wage
2,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,$7.25,"Tulsa, OK",Oklahoma,https://livingwage.mit.edu/metros/46140,Minimum Wage
0,$13.80,$28.67,$35.17,$45.45,$23.51,$28.30,$32.27,$35.34,$11.76,$15.91,$19.66,$22.96,Baker County,Oregon,https://livingwage.mit.edu/counties/41001,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Baker County,Oregon,https://livingwage.mit.edu/counties/41001,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Baker County,Oregon,https://livingwage.mit.edu/counties/41001,Minimum Wage
0,$16.44,$32.64,$40.21,$52.85,$26.31,$31.20,$35.16,$39.52,$13.16,$17.90,$22.18,$26.65,Benton County,Oregon,https://livingwage.mit.edu/counties/41003,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Benton County,Oregon,https://livingwage.mit.edu/counties/41003,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Benton County,Oregon,https://livingwage.mit.edu/counties/41003,Minimum Wage
0,$18.86,$35.37,$43.28,$57.32,$28.54,$33.58,$37.55,$42.96,$14.27,$19.26,$23.71,$28.89,Clackamas County,Oregon,https://livingwage.mit.edu/counties/41005,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Clackamas County,Oregon,https://livingwage.mit.edu/counties/41005,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Clackamas County,Oregon,https://livingwage.mit.edu/counties/41005,Minimum Wage
0,$15.12,$31.39,$38.96,$51.04,$25.07,$29.95,$33.91,$37.72,$12.53,$17.27,$21.55,$25.75,Clatsop County,Oregon,https://livingwage.mit.edu/counties/41007,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Clatsop County,Oregon,https://livingwage.mit.edu/counties/41007,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Clatsop County,Oregon,https://livingwage.mit.edu/counties/41007,Minimum Wage
0,$18.86,$37.01,$46.57,$63.70,$28.54,$33.58,$37.55,$42.96,$14.27,$20.09,$25.36,$32.09,Columbia County,Oregon,https://livingwage.mit.edu/counties/41009,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Columbia County,Oregon,https://livingwage.mit.edu/counties/41009,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Columbia County,Oregon,https://livingwage.mit.edu/counties/41009,Minimum Wage
0,$14.37,$29.61,$36.42,$47.28,$24.22,$28.94,$32.90,$36.26,$12.11,$16.39,$20.28,$23.87,Coos County,Oregon,https://livingwage.mit.edu/counties/41011,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Coos County,Oregon,https://livingwage.mit.edu/counties/41011,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Coos County,Oregon,https://livingwage.mit.edu/counties/41011,Minimum Wage
0,$14.41,$29.84,$36.57,$46.72,$24.10,$29.25,$33.21,$35.93,$12.05,$16.50,$20.36,$23.59,Crook County,Oregon,https://livingwage.mit.edu/counties/41013,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Crook County,Oregon,https://livingwage.mit.edu/counties/41013,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Crook County,Oregon,https://livingwage.mit.edu/counties/41013,Minimum Wage
0,$14.93,$31.15,$38.37,$50.16,$25.11,$30.06,$34.02,$37.87,$12.56,$17.15,$21.26,$25.31,Curry County,Oregon,https://livingwage.mit.edu/counties/41015,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Curry County,Oregon,https://livingwage.mit.edu/counties/41015,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Curry County,Oregon,https://livingwage.mit.edu/counties/41015,Minimum Wage
0,$16.21,$32.41,$39.59,$51.91,$26.27,$31.35,$35.31,$39.74,$13.14,$17.78,$21.87,$26.19,Deschutes County,Oregon,https://livingwage.mit.edu/counties/41017,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Deschutes County,Oregon,https://livingwage.mit.edu/counties/41017,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Deschutes County,Oregon,https://livingwage.mit.edu/counties/41017,Minimum Wage
0,$15.17,$31.33,$38.36,$50.11,$24.99,$30.42,$34.39,$38.40,$12.50,$17.24,$21.25,$25.29,Douglas County,Oregon,https://livingwage.mit.edu/counties/41019,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Douglas County,Oregon,https://livingwage.mit.edu/counties/41019,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Douglas County,Oregon,https://livingwage.mit.edu/counties/41019,Minimum Wage
0,$14.50,$29.97,$36.67,$46.62,$24.33,$29.40,$33.36,$35.90,$12.16,$16.56,$20.41,$23.54,Gilliam County,Oregon,https://livingwage.mit.edu/counties/41021,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Gilliam County,Oregon,https://livingwage.mit.edu/counties/41021,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Gilliam County,Oregon,https://livingwage.mit.edu/counties/41021,Minimum Wage
0,$14.32,$28.69,$35.38,$45.77,$23.60,$28.13,$32.09,$35.09,$11.80,$15.92,$19.76,$23.12,Grant County,Oregon,https://livingwage.mit.edu/counties/41023,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Grant County,Oregon,https://livingwage.mit.edu/counties/41023,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Grant County,Oregon,https://livingwage.mit.edu/counties/41023,Minimum Wage
0,$13.42,$28.05,$34.50,$44.47,$23.37,$27.73,$31.70,$34.52,$11.68,$15.60,$19.32,$22.47,Harney County,Oregon,https://livingwage.mit.edu/counties/41025,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Harney County,Oregon,https://livingwage.mit.edu/counties/41025,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Harney County,Oregon,https://livingwage.mit.edu/counties/41025,Minimum Wage
0,$15.67,$32.62,$40.19,$52.82,$25.70,$31.19,$35.15,$39.50,$12.85,$17.89,$22.17,$26.64,Hood River County,Oregon,https://livingwage.mit.edu/counties/41027,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Hood River County,Oregon,https://livingwage.mit.edu/counties/41027,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Hood River County,Oregon,https://livingwage.mit.edu/counties/41027,Minimum Wage
0,$15.39,$31.10,$38.13,$49.79,$24.82,$30.20,$34.16,$38.07,$12.41,$17.13,$21.14,$25.13,Jackson County,Oregon,https://livingwage.mit.edu/counties/41029,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Jackson County,Oregon,https://livingwage.mit.edu/counties/41029,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Jackson County,Oregon,https://livingwage.mit.edu/counties/41029,Minimum Wage
0,$14.04,$29.36,$36.16,$46.92,$24.43,$28.69,$32.65,$35.89,$12.21,$16.26,$20.15,$23.69,Jefferson County,Oregon,https://livingwage.mit.edu/counties/41031,Living Wage
1,$6.13,$8.29,$10.44,$12.60,$8.29,$10.44,$12.60,$14.75,$4.14,$5.22,$6.30,$7.38,Jefferson County,Oregon,https://livingwage.mit.edu/counties/41031,Poverty Wage
2,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,$12.00,Jefferson County,Oregon,https://livingwage.mit.edu/counties/41031,Minimum Wage
0,$15.98,$31.23,$38.18,$49.85,$24.97,$30.40,$34.36,$38.37,$12.49,$17.19,$21.17,$25.16,Josephine County,Oregon,https://livingwage.mit.edu/counties/41033,Living Wage
